round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,emb_output_dims,epochs,last_activation,losses,lr,neurons,optimizer,shape,weight_regulizer
100,0.4698353707790375,0.7330729365348816,0.4824986457824707,0.7056145668029785,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4761441648006439,0.7376301884651184,0.49162665009498596,0.7116843461990356,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.4767282009124756,0.7356770634651184,0.5011126399040222,0.7086494565010071,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6782153248786926,0.5852864384651184,0.6728338003158569,0.6084977388381958,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6796237826347351,0.5852864384651184,0.6740636229515076,0.6084977388381958,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.446752667427063,0.767578125,0.47982972860336304,0.7374810576438904,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.4566875994205475,0.7421875,0.4758377969264984,0.7268588542938232,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4512968361377716,0.7708333134651184,0.45666638016700745,0.7617602348327637,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.45280370116233826,0.7701823115348816,0.45157161355018616,0.7541729807853699,<function tanh at 0x7f0a1a5a0170>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.5201942324638367,0.7135416865348816,0.525266170501709,0.7071320414543152,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6731018424034119,0.5852864384651184,0.6656948924064636,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.4550207853317261,0.7447916865348816,0.44911372661590576,0.7238239645957947,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.4476366341114044,0.74609375,0.44602513313293457,0.7298938035964966,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.45010504126548767,0.7649739384651184,0.4412568509578705,0.7678300738334656,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.4399161636829376,0.7708333134651184,0.43248727917671204,0.7556904554367065,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.4822573959827423,0.7330729365348816,0.4797241985797882,0.696509838104248,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.4951974153518677,0.720703125,0.4889313876628876,0.7086494565010071,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.4795565605163574,0.736328125,0.5090392231941223,0.7086494565010071,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.535214364528656,0.7252604365348816,0.4988499581813812,0.7298938035964966,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4345497190952301,0.775390625,0.4242400527000427,0.7602428197860718,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.43351539969444275,0.7766926884651184,0.43162354826927185,0.7678300738334656,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6786530613899231,0.5852864384651184,0.6714071035385132,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6755180358886719,0.5852864384651184,0.6690284013748169,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.49789050221443176,0.736328125,0.47785529494285583,0.7556904554367065,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.4771937131881714,0.728515625,0.4937824606895447,0.7086494565010071,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.5523250699043274,0.7057291865348816,0.5271026492118835,0.7177541851997375,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.49258771538734436,0.740234375,0.47522515058517456,0.734446108341217,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6780762672424316,0.5852864384651184,0.6712102890014648,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6783021092414856,0.5852864384651184,0.6712712645530701,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.47530362010002136,0.736328125,0.4759729504585266,0.7116843461990356,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.46339118480682373,0.7408854365348816,0.46761417388916016,0.714719295501709,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4621288776397705,0.7421875,0.5166030526161194,0.7177541851997375,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.4705841541290283,0.7421875,0.4663660526275635,0.7207890748977661,<function relu at 0x7f0a1a59cdd0>,16,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6765017509460449,0.5852864384651184,0.6685239672660828,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.5433806777000427,0.7076823115348816,0.54110187292099,0.7268588542938232,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.5072471499443054,0.7389323115348816,0.46265658736228943,0.7754173278808594,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.46501943469047546,0.7428385615348816,0.45909541845321655,0.7298938035964966,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4601556062698364,0.763671875,0.4889008700847626,0.7268588542938232,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.49566909670829773,0.71875,0.4645560681819916,0.7283763289451599,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.519516110420227,0.7259114384651184,0.5120776891708374,0.6995447874069214,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.5310750603675842,0.71875,0.5173029899597168,0.7071320414543152,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.5637779235839844,0.6927083134651184,0.5219823122024536,0.7116843461990356,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.5848386883735657,0.6979166865348816,0.546180009841919,0.7116843461990356,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.46295973658561707,0.7591145634651184,0.4850683808326721,0.7207890748977661,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.42879483103752136,0.7923176884651184,0.4302312731742859,0.7602428197860718,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6784175038337708,0.5852864384651184,0.6712985634803772,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6787324547767639,0.5852864384651184,0.6715959906578064,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.484684020280838,0.7376301884651184,0.4799118936061859,0.70257967710495,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.476264625787735,0.7291666865348816,0.4936181604862213,0.7162367105484009,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.48158690333366394,0.7311198115348816,0.49016138911247253,0.714719295501709,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.4815291464328766,0.71875,0.47773727774620056,0.6934749484062195,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.678202211856842,0.5852864384651184,0.6710846424102783,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6763957142829895,0.5852864384651184,0.6688107848167419,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.46967828273773193,0.736328125,0.4782029390335083,0.714719295501709,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.46646901965141296,0.7447916865348816,0.4998311698436737,0.7177541851997375,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.47677209973335266,0.7330729365348816,0.47800353169441223,0.714719295501709,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.471029669046402,0.7408854365348816,0.4698549807071686,0.7329286932945251,<function relu at 0x7f0a1a59cdd0>,16,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.5372296571731567,0.7096354365348816,0.5292826890945435,0.6949924230575562,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6764443516731262,0.5852864384651184,0.6689186692237854,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.4543696939945221,0.744140625,0.48091378808021545,0.7238239645957947,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.459956556558609,0.7513020634651184,0.45915377140045166,0.7238239645957947,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.6788820624351501,0.5852864384651184,0.6708042025566101,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.678917646408081,0.5852864384651184,0.6702998280525208,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.5485783815383911,0.703125,0.5554088950157166,0.696509838104248,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.5866496562957764,0.724609375,0.5767435431480408,0.714719295501709,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.4717399775981903,0.7415364384651184,0.44012758135795593,0.7481032013893127,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.4562189280986786,0.759765625,0.4383324980735779,0.7632777094841003,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4422157108783722,0.78125,0.521454393863678,0.7541729807853699,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.4357850253582001,0.7838541865348816,0.42226335406303406,0.7799696326255798,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6810371279716492,0.5852864384651184,0.6751417517662048,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6792188286781311,0.5852864384651184,0.6738218665122986,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.5064330697059631,0.7337239384651184,0.5020990967750549,0.7177541851997375,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.472334623336792,0.736328125,0.4957626461982727,0.70257967710495,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4772765338420868,0.7252604365348816,0.48272931575775146,0.6919575333595276,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.48203304409980774,0.7350260615348816,0.4862024784088135,0.7116843461990356,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6791804432868958,0.5852864384651184,0.6738913059234619,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6798121333122253,0.5852864384651184,0.6743380427360535,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.47136613726615906,0.736328125,0.48485615849494934,0.6949924230575562,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.46988925337791443,0.732421875,0.485271692276001,0.7101669311523438,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.46897056698799133,0.724609375,0.47796982526779175,0.6934749484062195,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.4741162061691284,0.734375,0.47873619198799133,0.7040970921516418,<function relu at 0x7f0a1a59cdd0>,32,0.1,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6736140847206116,0.5852864384651184,0.6657358407974243,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.5535843968391418,0.7135416865348816,0.5449690222740173,0.7192716002464294,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.4590229094028473,0.75390625,0.46186205744743347,0.7238239645957947,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.5253745913505554,0.736328125,0.4904741048812866,0.7389984726905823,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.46708524227142334,0.7486979365348816,0.4688566029071808,0.7162367105484009,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.46759697794914246,0.7473958134651184,0.4497808814048767,0.7298938035964966,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.663604199886322,0.5852864384651184,0.6574504375457764,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6148584485054016,0.6979166865348816,0.6050072312355042,0.6949924230575562,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
